position,person,personID,start,end
Member of the Assembly of the Republic,Luís Pedro Pimentel,Q101064937,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Daniel Campelo,Q10263926,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Eduardo Azevedo Soares,Q10270621,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Fernando Seara,Q10281523,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Honório Novo,Q10298152,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Jorge Neto,Q10308196,1999-10-25,2002-04-04
Member of the Assembly of the Republic,José Eduardo Martins,Q10309299,1999-10-25,2002-04-04
Member of the Assembly of the Republic,José Luís Ferreira,Q10309832,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Luiz Fagundes Duarte,Q10320716,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Luís Fazenda,Q10321414,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Maria Amélia Santos,Q10325702,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Mário Patinha Antão,Q10334505,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Nuno Melo,Q10338219,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Pedro Duarte,Q10347430,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Pedro da Vinha Costa,Q10347837,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Raúl Miguel Rosado Fernandes,Q10357753,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Ricardo Fonseca Almeida,Q10361131,1999-10-25,2002-04-04
Member of the Assembly of the Republic,António Dias Baptista,Q106075020,1999-10-25,2002-04-04
Member of the Assembly of the Republic,José Miguel Noras,Q106225870,1999-10-25,2002-04-04
Member of the Assembly of the Republic,José Lamego,Q106363522,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Duarte Pacheco,Q106991775,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Maria Antónia de Almeida Santos,Q107122950,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Pedro Alves,Q107145323,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Santinho Pacheco,Q107193833,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Manuel Maria Carrilho,Q13582493,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Francisco Louçã,Q1442096,1999-10-25,2002-04-04
Member of the Assembly of the Republic,António Pires de Lima,Q16336748,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Celeste Cardona,Q16337119,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Altino Bessa,Q16489067,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Telmo Correia,Q16940875,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Natália Carrascalão Antunes,Q17124888,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Fernando Moniz,Q17420808,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Helena Neves,Q17496463,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Isabel Pires de Lima,Q180801,1999-10-25,2002-04-04
Member of the Assembly of the Republic,António Nazaré Pereira,Q24956077,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Pedro Mota Soares,Q2913325,1999-10-25,2002-04-04
Member of the Assembly of the Republic,David Justino,Q3018178,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Álvaro Castelo Branco,Q30934717,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Jorge Lacão,Q3183843,1999-10-25,2002-04-04
Member of the Assembly of the Republic,José Luís Arnaut,Q3186389,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Jamila Madeira,Q3321239,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Manuela Ferreira Leite,Q444059,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Fernando Rosas,Q5444915,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Vitor Ramalho,Q56349485,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Paulo Pisco,Q65499184,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Adão Silva,Q65499616,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Maria de Belém Roseira,Q6761683,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Paulo Pedroso,Q7155277,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Rui Rio,Q7378729,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Bernardino Soares,Q9169371,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Bruno Dias,Q9180431,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Eduardo Ferro Rodrigues,Q925136,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Henrique Chaves,Q938490,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Rosa Albernaz,Q96240434,1999-10-25,2002-04-04
Member of the Assembly of the Republic,Nuno Freitas,Q97585619,1999-10-25,2002-01-15
Member of the Assembly of the Republic,Pedro Silva Pereira,Q2066785,2002-04-04,2005-03-09
Member of the Assembly of the Republic,Fernando Negrão,Q10281462,2002-04-05,2005-03-09
Member of the Assembly of the Republic,Jorge Neto,Q10308196,2002-04-05,2005-03-09
Member of the Assembly of the Republic,Luís Fazenda,Q10321414,2002-04-05,2005-03-09
Member of the Assembly of the Republic,Maria Amélia Santos,Q10325702,2002-04-05,2005-03-09
Member of the Assembly of the Republic,Miguel Frasquilho,Q10329776,2002-04-05,2005-03-09
Member of the Assembly of the Republic,Nuno Morais Sarmento,Q10338225,2002-04-05,2005-03-09
Member of the Assembly of the Republic,Pedro Duarte,Q10347430,2002-04-05,2005-03-09
Member of the Assembly of the Republic,Vitalino Canas,Q10392072,2002-04-05,2005-03-09
Member of the Assembly of the Republic,Vítor Cabrita Neto,Q105810842,2002-04-05,2005-03-09
Member of the Assembly of the Republic,José Miguel Noras,Q106225870,2002-04-05,2005-03-09
Member of the Assembly of the Republic,Ascenso Simões,Q106963658,2002-04-05,2005-03-09
Member of the Assembly of the Republic,Duarte Pacheco,Q106991775,2002-04-05,2005-03-09
Member of the Assembly of the Republic,João Moura,Q107065485,2002-04-05,2005-03-09
Member of the Assembly of the Republic,Pedro Alves,Q107145323,2002-04-05,2005-03-09
Member of the Assembly of the Republic,Pedro Coimbra,Q107155097,2002-04-05,2005-03-09
Member of the Assembly of the Republic,Pedro Roque,Q107157754,2002-04-05,2005-03-09
Member of the Assembly of the Republic,Victor Cruz,Q107523979,2002-04-05,2005-03-09
Member of the Assembly of the Republic,Vitor Cunha,Q108434558,2002-04-05,2005-03-09
Member of the Assembly of the Republic,João Gago Horta,Q111835474,2002-04-05,2005-03-09
Member of the Assembly of the Republic,Luís Montenegro,Q11764394,2002-04-05,2005-03-09
Member of the Assembly of the Republic,Marco António Costa,Q11767932,2002-04-05,2005-03-09
Member of the Assembly of the Republic,Francisco Louçã,Q1442096,2002-04-05,2005-03-09
Member of the Assembly of the Republic,Ana Drago,Q1518240,2002-04-05,2005-03-09
Member of the Assembly of the Republic,António José Seguro,Q1580316,2002-04-05,2005-03-09
Member of the Assembly of the Republic,Almeida Henriques,Q16336402,2002-04-05,2005-03-09
Member of the Assembly of the Republic,Celeste Cardona,Q16337119,2002-04-05,2002-04-06
Member of the Assembly of the Republic,João Pinho de Almeida,Q16337640,2002-04-05,2005-03-09
Member of the Assembly of the Republic,Jerónimo de Sousa,Q1688029,2002-04-05,2005-03-10
Member of the Assembly of the Republic,José António Vieira da Silva,Q1709692,2002-04-05,2005-03-09
Member of the Assembly of the Republic,João Teixeira Lopes,Q17496469,2002-04-05,2005-03-09
Member of the Assembly of the Republic,Isabel Pires de Lima,Q180801,2002-04-05,2005-03-09
Member of the Assembly of the Republic,José Sócrates,Q182367,2002-04-05,2005-03-09
Member of the Assembly of the Republic,Luís Duque,Q18708029,2002-04-05,2003-09-24
Member of the Assembly of the Republic,Eduardo Cabrita,Q21600813,2002-04-05,2005-03-09
